Type,Organization,Street Address,City,County,State,ZIP,Phone,Birds Accepted,Latitude,Longitude,Location Precision,License Status,Source
Individual,Patrick R Moore,440 Pound Ridge Rd,South Salem,Westchester,NY,10590,914-400-6014,all birds,41.25433,-73.54271,street address (ZIP-level coordinate),Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Jennifer S Reisdorf,,South Wales,Erie,NY,,716-345-4239,all birds,42.70627,-78.54522,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Laura E Jaworski,,Sparrow Bush,Orange,NY,,978-844-2127,all birds,41.43589,-74.72365,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Kimberly A Roque,,Sparrowbush,Orange,NY,,570-618-2298,gamebirds,41.39198,-74.28528,county,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Dawnmarie Dains,,Springville,Erie,NY,,716-560-6920,gamebirds,42.51998,-78.68472,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,George N Memon,,Staten Island,Richmond,NY,,347-831-6785,gamebirds,40.6316,-74.09266,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Lauren M Martin,,Staten Island,Richmond,NY,,917-981-7075,gamebirds,40.6316,-74.09266,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Marina R Boratko,,Sterling,Cayuga,NY,,315-600-1956,gamebirds,43.32958,-76.67473,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Kathleen E Foley,,Ulster Park,Ulster,NY,,845-430-5701,songbirds,41.86511,-73.99484,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Peggy A Stilwell,,Unionville,Orange,NY,,845-726-3233,gamebirds,41.30194,-74.56194,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Susan E Hildenbrand-Burns,,Wellesley Island,Jefferson,NY,,315-482-2985,all birds,44.2875,-76.0125,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Elizabeth Kress,,West Falls,Erie,NY,,716-408-6630,gamebirds,42.70532,-78.67794,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Petra A Link,,Westerlo,Albany,NY,,716-697-0682,songbirds,42.51562,-74.03938,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Tasha M Thakur,,White Lake,Sullivan,NY,,845-423-0355,gamebirds,41.6485,-74.86544,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Denise B Liske,,Willseyville,Tioga,NY,,607-339-6566,gamebirds,42.30291,-76.38972,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Nicolette M Hajdasz,,Woodgate,Oneida,NY,,315-794-0506,gamebirds,43.54881,-75.11911,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,Clara J Filiault,,Wynantskill,Rensselaer,NY,,518-915-5029,gamebirds,42.68778,-73.63826,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Individual,William F Blake,,Youngstown,Niagara,NY,,716-579-4298,raptors,43.24607,-79.02455,city,Licensed — NY DEC permitted wildlife rehabilitator (DEC rehabilitator search),https://appfactory.dec.ny.gov/SpecialLicensesSearchSystem/rehab
Organization,Lake Erie Nature & Science Center,28728 Wolf Rd,Bay Village,Cuyahoga,OH,44140,440-871-2900,all birds,41.49097,-81.92151,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; public nature center with wildlife rehab,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Birds in Flight Sanctuary Inc.,8095 Columbiana-Canfield Rd,Canfield,Mahoning,OH,44406,330-652-3381,all birds,41.00862,-80.82209,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Back to the Wild,4504 Bardshar Rd,Castalia,Erie,OH,44824,419-684-9539,all birds,41.36662,-82.78582,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; public wildlife rehab center,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Individual,Nicole HaferLipstreu,,Chandlersville,Muskingum,OH,,740-297-0455,all birds,39.88966,-81.83008,city,Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Lake Metroparks Wildlife Center,8668 Kirtland Chardon Rd,Kirtland,Lake,OH,44094,440-256-1404,all birds,41.638,-81.37738,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; public Kevin P. Clinton Wildlife Center at Penitentiary Glen Reservation,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Ohio Bird Sanctuary,3774 Orweiler Rd,Mansfield,Richland,OH,44903,419-884-4295,all birds,40.80142,-82.53836,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; public bird sanctuary,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Stark Parks Wildlife Conservation Center,800 Genoa Ave NW,Massillon,Stark,OH,44646,330-477-0448,all birds,40.85064,-81.43535,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; public park district wildlife center at Sippo Lake Park,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Individual,Cherigene Slaughter,,Middletown,Butler,OH,,513-267-6170,all birds,39.53212,-84.3896,city,Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Raptor Inc.,961 Barg Salt Run Rd,Milford,Clermont,OH,45150,513-825-3325,raptors,39.01635,-84.19778,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; RAPTOR Inc. is a public raptor rehab facility,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Ohio Wildlife Center,6131 Cook Rd,Powell,Delaware,OH,43065,614-793-9453,all birds,40.18341,-83.09123,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; public wildlife hospital,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Brukner Nature Center,5995 Horseshoe Bend Rd,Troy,Miami,OH,45373,937-698-6493,all birds,40.06262,-84.2264,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; public nature center with wildlife rehab,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Wyandot County Humane Society,9640 County Highway 330,Upper Sandusky,Wyandot,OH,43351,419-294-4477,all birds,40.82815,-83.31379,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; operates via Wyandot County Humane Society,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Nature's Nursery,7541 Dutch Rd,Waterville,Lucas,OH,43566,419-877-0060,all birds,41.51375,-83.76529,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; public wildlife rehab center,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Individual,Brenda Juszczyk,,Wellington,Lorain,OH,,330-421-3456,all birds,41.17118,-82.22692,city,Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Individual,Dr. Ruth Boll,,Wheelersburg,Scioto,OH,,740-574-4098,all birds,38.74179,-82.82043,city,Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Organization,Glen Helen Raptor Center,1075 State Route 343,Yellow Springs,Greene,OH,45387,937-767-6656,raptors,39.76053,-83.8836,street address (ZIP-level coordinate),Verified on official Ohio DNR Division of Wildlife licensed rehabilitator list; public raptor center,https://dam.assets.ohio.gov/image/upload/ohiodnr.gov/documents/wildlife/permits/Ohio%20DOW%20Wildlife%20Rehabilitators.pdf
Individual,Shelly M Stewart,,Amorita,Alfalfa,OK,,(405)394-0089,all birds,36.94122,-98.24582,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Tammi L Smith,,Antlers,Pushmataha,OK,,(405)496-9272,all birds,34.23492,-95.62541,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Mathew D Hembree,,Atoka,Atoka,OK,,(580)634-1887,all birds,34.34451,-96.14183,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Shannon L Iker,,Atwood,Hughes,OK,,(405)827-2969,all birds,34.91919,-96.3577,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Lindsey K Cortese,,Boise City,Cimarron,OK,,(806)339-1359,all birds,36.72833,-102.53552,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Jan Mckay,,Broken Arrow,Tulsa,OK,,(918)640-7337,songbirds,36.02262,-95.7683,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Amanda J Taylor,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Claremore,Rogers,OK,74017,(918)342-9453,all birds,36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Annette M King,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Claremore,Rogers,OK,74017,(918)342-9453,raptors,36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Daniel O Hardt,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Claremore,Rogers,OK,74017,(918)342-9453,all birds,36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Dena Lord,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Claremore,Rogers,OK,74017,(918)342-9453,all birds,36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Destyne L Wilson,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Claremore,Rogers,OK,74017,(918)342-9453,all birds,36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,James P Wilson,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Claremore,Rogers,OK,74017,(918)342-9453,"raptors, waterfowl",36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Jennifer L Wilson,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Claremore,Rogers,OK,74017,(918)342-9453,all birds,36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Randi D Noel,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Claremore,Rogers,OK,74017,(918)342-9453,all birds,36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Susan L Lott,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Claremore,Rogers,OK,74017,(918)342-9453,all birds,36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Tracy Robison,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Claremore,Rogers,OK,74017,(918)342-9453,all birds,36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Jennifer A Gilley,,Collinsville,Rogers,OK,,(918)342-9463,all birds,36.37007,-95.84688,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Joni Vargas,,Comanche,Stephens,OK,,(580)786-6067,all birds,34.37652,-97.97929,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Rhonda Murgatroyd,,El Lago,Oklahoma,OK,,(713)705-5897,all birds,35.52469,-97.38804,county,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Paige S Keithly,,Enid,Oklahoma,OK,,(580)231-0476,all birds,36.40284,-97.86226,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Darian N Joslin,,Finley,Pushmataha,OK,,(918)424-6034,all birds,34.34065,-95.53852,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Julie J Parks,,Frederick,Tillman,OK,,(580)305-4020,all birds,34.4012,-99.01188,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Janice K Wingfield,"10370 S 4190 Rd, Claremore (Foyil), OK 74017",Jenks,Rogers,OK,74017,(918)342-9453,all birds,36.34862,-95.60434,street address (ZIP-level coordinate),"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Kristy Buchanan,,Lone Grove,Carter,OK,,(580)504-9055,non-migratory birds,34.17737,-97.26852,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Linda Garcia,,Medford,Grant,OK,,(580)395-2823,all birds,36.81419,-97.72021,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Patty L Smith-Clark,,Medicine Park,Comanche,OK,,(918)770-5152,"raptors, songbirds",34.72917,-98.50222,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Laura L Ramsey,,Moore,Cleveland,OK,,(405)618-8803,all birds,35.22154,-97.3472,county,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Inger Giuffrida,,Noble,Cleveland,OK,,(405)872-9338,all birds,35.14174,-97.34093,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Charles G Silva,,Owasso,Rogers,OK,,(918)342-9453,all birds,36.28626,-95.82215,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Dava Hardie,,Sperry,Rogers,OK,,(918)342-9453,all birds,36.29547,-95.98037,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Julianne Mccready,,Stillwater,Payne,OK,,(405)744-7000,all birds,36.10435,-97.06087,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Jessica A Stellings,,Taloga,Dewey,OK,,(580)890-8120,all birds,35.99724,-98.98247,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Joseph Barkowski,,Tulsa,Tulsa,OK,,(918)669-6201,all birds,36.10303,-96.02776,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Melanie Dagenet,,Tulsa,Rogers,OK,,(918)342-9453,all birds,36.10303,-96.02776,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Shannon R Riddle,,Wanette,Cleveland,OK,,(405)704-1693,all birds,34.99831,-97.0419,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Tiffany J Featherson,,Wellston,Lincoln,OK,,(602)689-9111,all birds,35.67574,-97.05969,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Tammy A Willingham Loomis,,Woodward,Woodward,OK,,(580)334-2257,all birds,36.42678,-99.40202,city,"Official Oklahoma Dept. of Wildlife Conservation rehabilitator list (private individual; only city published, no street address)",https://www.wildlifedepartment.com/law/rehabilitator-list
Individual,Elona Wong,,Eugene,,OR,,(541)817-4089,all birds except raptors,44.07368,-123.07876,city,keep - listed on Oregon ODFW permitted wildlife rehabilitator list (official state agency source),https://myodfw.com/sites/default/files/2026-03/WPMR102%20-%20Rehab%20Public%20Website%20Information%20(1).pdf
Individual,Brenda Weber,,Roseburg,,OR,,(541)440-6895,all birds,43.22273,-123.36644,city,keep - listed on Oregon ODFW permitted wildlife rehabilitator list (official state agency source),https://myodfw.com/sites/default/files/2026-03/WPMR102%20-%20Rehab%20Public%20Website%20Information%20(1).pdf
Individual,Cynthia Michael,,Roseburg,,OR,,(503)358-2348,all birds except raptors,43.22273,-123.36644,city,keep - listed on Oregon ODFW permitted wildlife rehabilitator list (official state agency source),https://myodfw.com/sites/default/files/2026-03/WPMR102%20-%20Rehab%20Public%20Website%20Information%20(1).pdf
Individual,Joe Reicherts,,Roseburg,,OR,,(612)275-7533,all birds,43.22273,-123.36644,city,keep - listed on Oregon ODFW permitted wildlife rehabilitator list (official state agency source),https://myodfw.com/sites/default/files/2026-03/WPMR102%20-%20Rehab%20Public%20Website%20Information%20(1).pdf
Individual,Katherine Rader,,Roseburg,,OR,,(541)459-4023,all birds except raptors,43.22273,-123.36644,city,keep - listed on Oregon ODFW permitted wildlife rehabilitator list (official state agency source),https://myodfw.com/sites/default/files/2026-03/WPMR102%20-%20Rehab%20Public%20Website%20Information%20(1).pdf
Individual,Loretta Dory,,Roseburg,,OR,,(541)459-4023,all birds,43.22273,-123.36644,city,keep - listed on Oregon ODFW permitted wildlife rehabilitator list (official state agency source),https://myodfw.com/sites/default/files/2026-03/WPMR102%20-%20Rehab%20Public%20Website%20Information%20(1).pdf
Individual,Karen Costa,,Salem,,OR,,(503)871-6591,all birds,44.94244,-123.02751,city,keep - listed on Oregon ODFW permitted wildlife rehabilitator list (official state agency source),https://myodfw.com/sites/default/files/2026-03/WPMR102%20-%20Rehab%20Public%20Website%20Information%20(1).pdf
Individual,Kimberly Farasyn,,Terrebonne,,OR,,(541)420-7245,all birds except raptors,44.35551,-121.16756,city,keep - listed on Oregon ODFW permitted wildlife rehabilitator list (official state agency source),https://myodfw.com/sites/default/files/2026-03/WPMR102%20-%20Rehab%20Public%20Website%20Information%20(1).pdf
Individual,Becky Bass,,Umpqua,,OR,,(541)315-0718,all birds,43.37454,-123.53577,city,keep - listed on Oregon ODFW permitted wildlife rehabilitator list (official state agency source),https://myodfw.com/sites/default/files/2026-03/WPMR102%20-%20Rehab%20Public%20Website%20Information%20(1).pdf
Organization,AARK Wildlife Rehab & Education Center,1531 Upper Stump Rd,Chalfont,Bucks,PA,18914,215-249-1938,all birds,40.28828,-75.20185,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Organization,Philadelphia Metro Wildlife Center,2815 Township Line Rd,Norristown,Montgomery,PA,19403,267-416-9453,all birds,40.12489,-75.35703,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Organization,T&D Cats of the World,499 Mountain Rd,Penns Creek,Snyder,PA,17862,570-837-3377,songbirds,40.85743,-77.06494,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Organization,Schuylkill Wildlife Rehabilitation Center,304 Port Royal Ave,Philadelphia,Philadelphia,PA,19128,215-482-7300,"raptors, songbirds",40.04911,-75.17849,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Organization,Centre Wildlife Care,148 Custred Ln,Port Matilda,Centre,PA,16870,814-692-0004,"raptors, songbirds",40.91358,-77.82973,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Organization,Tamarack Wildlife Center,21601 Stull Rd,Saegertown,Crawford,PA,16433,814-763-2574,"raptors, songbirds",41.75284,-80.20749,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Organization,Red Creek Wildlife Center,300 Moonhill Dr,Schuylkill Haven,Schuylkill,PA,17972,570-739-4393,all birds,40.60205,-76.15486,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Organization,Pocono Wildlife Rehab Center,1161 Cherry Dr,Stroudsburg,Monroe,PA,18360,570-236-8935,all birds,41.04189,-75.36896,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Organization,Carbon County Environmental Education Center,151 E White Bear Dr,Summit Hill,Carbon,PA,18250,570-645-8597,"raptors, songbirds",40.90537,-75.74156,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Organization,"Wildbird Recovery, Inc.",120 Forsythe Rd,Valencia,Butler,PA,16059,724-898-1788,"raptors, songbirds",40.71069,-79.93707,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Organization,Humane Animal Rescue Wildlife Center,6000 Verona Rd,Verona,Allegheny,PA,15147,412-345-7300,"raptors, songbirds",40.35147,-80.01157,street address (ZIP-level coordinate),Listed on the Pennsylvania licensed wildlife rehabilitators directory (PA Game Commission via PAWR / ASWP rehab map).,https://www.aswp.org/wp-content/uploads/2024/10/PA-Rehab-Map-Feb-2024.pdf
Individual,Jennifer Knerr,,Richmond,Washington,RI,,401-207-5074,all birds,41.46071,-71.63108,county,kept: on official RI DEM licensed wildlife rehabilitator list,https://dem.ri.gov/media/36886/download
Organization,The Wildlife Clinic of Rhode Island,2865 Tower Hill Rd,Saunderstown,Washington,RI,02874,401-294-6363,all birds,41.47847,-71.47175,street address (ZIP-level coordinate),kept: on official RI DEM licensed wildlife rehabilitator list,https://dem.ri.gov/media/36886/download
